ID,libelle_zone_d_emploi,code_region,region,code_zone_d_emploi,zone_d_emploi,date,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_brut,masse_salariale_cvs
7439,7529 Sarlat-La-Canéda,75,Nouvelle-Aquitaine,7529,Sarlat-La-Canéda,031998,8689,9333,31278656,34802412
7467,7532 Villeneuve-sur-Lot,75,Nouvelle-Aquitaine,7532,Villeneuve-sur-Lot,031998,14054,14466,53712677,56928746
7537,7511 Guéret,75,Nouvelle-Aquitaine,7511,Guéret,031998,17834,18153,67934011,71130260
7600,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,031998,12789,13154,41247017,43657978
7627,7531 Tulle,75,Nouvelle-Aquitaine,7531,Tulle,031998,14373,14614,58061150,61021449
7692,7602 Albi,76,Occitanie,7602,Albi,031998,39291,39708,158590855,165315470
7723,7604 Auch,76,Occitanie,7604,Auch,031998,22768,23095,84490149,88621105
7796,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,031998,35,34,159527,153873
8103,7624 Tarbes-Lourdes,76,Occitanie,7624,Tarbes-Lourdes,031998,46407,47473,191338785,202076941
8308,7610 Castres-Mazamet,76,Occitanie,7610,Castres-Mazamet,031998,310,332,1088694,1161633
8343,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,031998,240,249,854119,885106
8470,7617 Narbonne,76,Occitanie,7617,Narbonne,031998,19891,20605,78237309,82714782
8533,7620 Perpignan,76,Occitanie,7620,Perpignan,031998,66113,68556,263213072,281783018
8599,7625 Toulouse,76,Occitanie,7625,Toulouse,031998,6,6,18195,17757
8742,8404 Belley,84,Auvergne-Rhône-Alpes,8404,Belley,031998,9131,9237,39807331,42061782
8774,8405 Bourg en Bresse,84,Auvergne-Rhône-Alpes,8405,Bourg en Bresse,031998,54239,54756,243244935,254079293
8831,8407 Chambéry,84,Auvergne-Rhône-Alpes,8407,Chambéry,031998,53831,54458,246663548,256948141
8888,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,031998,11009,9979,50300248,48075583
8916,8412 La Plaine du Forez,84,Auvergne-Rhône-Alpes,8412,La Plaine du Forez,031998,15783,16041,68087194,70279829
9047,8416 Le Genevois Français,84,Auvergne-Rhône-Alpes,8416,Le Genevois Français,031998,47215,47729,213942386,222868952
9141,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,031998,166,186,493652,581846
9206,8421 Lyon,84,Auvergne-Rhône-Alpes,8421,Lyon,031998,510994,514027,2669305463,2762558377
9365,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,031998,133457,135116,593661030,616888493
9395,8430 Tarare,84,Auvergne-Rhône-Alpes,8430,Tarare,031998,13867,14005,59801163,61963830
9558,0055 Bollène-Pierrelatte,84,Auvergne-Rhône-Alpes,55,Bollène-Pierrelatte,031998,13009,13165,72097110,76751758
9660,8403 Aurillac,84,Auvergne-Rhône-Alpes,8403,Aurillac,031998,15864,16195,62046279,64616276
9725,8410 Issoire,84,Auvergne-Rhône-Alpes,8410,Issoire,031998,15048,15343,61094612,64548189
9757,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,031998,18866,19197,78169938,81831309
9877,8424 Moulins,84,Auvergne-Rhône-Alpes,8424,Moulins,031998,19996,20268,80647826,84766637
9913,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,031998,3820,3824,15795987,15915101
9935,8429 Saint Flour,84,Auvergne-Rhône-Alpes,8429,Saint Flour,031998,4626,4702,16291673,16995025
10015,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,031998,74475,75251,352639066,363326343
10045,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,031998,9359,8071,37782092,33486275
10102,3217 Maubeuge,32,Hauts-de-France,3217,Maubeuge,031998,7151,7285,29860445,31116515
10286,3204 Berck,32,Hauts-de-France,3204,Berck,031998,23222,24014,95521955,102171668
