id,type,natureObjetMarche,referenceCPV,datePublicationDonnees,Montant,formePrix,nomAcheteur,Latitude Acheteur,Longitude Acheteur,categorieEtablissement,distanceAcheteurEtablissement,Latitude Etablissement,Longitude Etablissement,date
20182018S4343400,Marché,Services,Services de médecine du travail,02/01/2018,116400.0,Ferme,Conseil Supérieur de l'Audiovisuel,48.840040811,2.29268840406,PME,6.440720008840388,48.8769868607,2.33753841595,012018
20182019F0010400,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,11876.4,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,790.0198699192912,48.8727847696,2.31253091684,012018
20182019S0789100,Marché,Travaux,Travaux d'équipement électrique,19/01/2018,11900.0,Ferme et actualisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - UN...",49.2517771432,4.03968745396,PME,242.41382508112582,47.3360276034,5.09320857626,012018
20182018F9829500,Marché,Fournitures,Autoclaves,16/01/2018,12107.0,Ferme,"Institut national de recherche pour l’agriculture, l’alimentation et l’environnement",48.8562037309,2.3121193117,PME,607.6980352104753,43.6131750772,3.86941278925,012018
20182019F0009400,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,121384.55,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,801.9260954158175,49.0300885247,2.3234460432,012018
20182017S0011300,Marché,Services,Services multimodaux de courrier,03/01/2018,122763.0,,Ministère de la Transition écologique et solidaire - Ministère de la Cohésion des Territoires - A...,48.8591103086,2.38017728226,PME,549.7579630272145,47.9691186626,7.27086994961,012018
20182017S0011200,Marché,Services,Services multimodaux de courrier,05/01/2018,122763.0,,Ministère de la Transition écologique et solidaire - Ministère de la Cohésion des Territoires - A...,48.8591103086,2.38017728226,PME,454.0235639899578,47.1442322555,-1.34544152216,012018
2018130014100400,Marché,Services,Services de gestion relatifs à l'informatique,10/01/2018,1233333.33,Révisable,Services du Premier ministre - Cour des Comptes,48.8625262113,2.33630086089,GE,12.459649367658674,48.7802898374,2.25979241616,012018
20182019F0013200,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,125300.0,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,779.406596190241,48.8123578699,2.3878497256,012018
20182019F0011200,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,132958.0,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,785.6541254610684,48.8869811827,2.38492060382,012018
20182019F0007100,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,133289.1,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,ETI,823.518683814828,49.0400551805,2.05074797264,012018
20180000800,Marché,Travaux,Travaux de pose de revêtements muraux et de papiers peints,11/01/2018,14000.0,Ferme,VILLE DE BETTON,48.1815031015,-1.6465881036,PME,0.0,48.1815031015,-1.6465881036,012018
20182019T1125000,Marché,Travaux,Travaux de désamiantage,29/01/2018,1400000.0,,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - Direction des Achats",45.1752846004,5.76552012882,PME,8.550292066226783,45.204410391,5.83712484674,012018
20182019T1124900,Marché,Travaux,Travaux de désamiantage,31/01/2018,1400000.0,,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - Direction des Achats",45.1752846004,5.76552012882,PME,8.550292066226783,45.204410391,5.83712484674,012018
20182018S5927400,Marché,Fournitures,Chasseurs de mines/dragueurs de mines,01/01/2018,1.45048939E8,Révisable,Direction du service de soutien de la flotte de Brest - DSSF Brest,,,NC,,48.3999000994,-4.5027702561,012018
20182018F7074000,Marché,Fournitures,Appareils respiratoires pour la lutte contre l'incendie,01/01/2018,1.4566824E7,Révisable,Direction du service de soutien de la flotte de Brest - DSSF Brest,,,NC,,45.5874991676,5.22530943214,012018
20182019F0014400,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,14638.75,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,303.1756831691979,46.3313124054,6.42297270599,012018
20180013000,Marché,Travaux,Travaux de revêtements de sols,11/01/2018,14800.0,Ferme,VILLE DE BETTON,48.1815031015,-1.6465881036,PME,19.031516751601703,48.1103750204,-1.49006502309,012018
20182018T0019800,Marché,Travaux,Travaux de plomberie,22/01/2018,151000.0,Révisable,HOSPICES CIVILS DE LYON,45.7480493184,4.82567584415,NC,11.234867673335254,45.6776041395,4.75268296549,012018
20182019F0011000,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,15312.5,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,1106.8306999610058,48.2190033581,-1.68968686269,012018
20182019F2584100,Marché,Fournitures,Consommables médicaux autres que chimiques à usage unique et consommables hématologiques,31/01/2018,160500.0,Ferme,CHU RENNES,48.111571436,-1.68168588816,ETI,443.47214731349305,48.8231210367,2.26445901319,012018
2018120006010200,Marché,Services,Services de nettoyage,28/01/2018,16627.0,Ferme,Ministère de la Culture et de la Communication - MISSION ACHATS,48.8625262113,2.33630086089,NC,681.5828351032866,43.5360639608,5.39837823449,012018
2018100013337200,Marché,Services,Services de conseil en matière de santé et de sécurité,18/01/2018,16716.0,Révisable,Ministère des armées - Etablissement du service d'infrastructure de la défense de Bordeaux - ESID...,,,PME,,46.1619512738,-1.1749922971,012018
20182019F0014600,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,167732.01,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,823.518683814828,49.0400551805,2.05074797264,012018
20182019F0014800,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,169142.93,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,ETI,796.9833280891127,49.0257331499,2.38463719412,012018
20182020S1041500,Marché,Services,Services de maintenance préventive,01/01/2018,17355.04,Révisable,Ministère de l'agriculture et de l'alimentation - Ecole nationale vétérinaire d'Alfort,48.8060849119,2.43798340413,NC,670.5635004286327,43.5360639608,5.39837823449,012018
20182019T3605700,Marché,Travaux,Travaux de maçonnerie,08/01/2018,179893.1,Ferme et actualisable,Ministère de la Transition écologique et solidaire - Ministère de la Cohésion des Territoires - VOIES NAVIGABLES DE FRANCE,47.3230744087,5.03738286925,GE,337.4193890610598,48.7667116171,2.35261812092,012018
20182019F0014900,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,181069.84,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,GE,789.7431407187843,48.8231210367,2.26445901319,012018
20182019F0009300,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,18144.0,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,788.9173465364665,48.840040811,2.29268840406,012018
20182018F5028400,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,18480.0,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,700.0601813183997,47.2478993311,1.99341688903,012018
2018150918668800,Marché,Fournitures,Pièces de rechange pour coque et pièces mécaniques pour navires de guerre,04/01/2018,19070.0,Ferme,Ministère des armées - Direction du service de soutien de la flotte de Brest - DSSF Brest,,,NC,,43.088993223,5.87078606863,012018
2018130015932300,Marché,Services,Services de réparation et d'entretien d'installations de bâtiments,01/01/2018,191.0,Révisable,Ministère de la Culture - Direction Régionale des Affaires Culturelles Occitanie,43.6131750772,3.86941278925,PME,183.09301813285256,44.9305339297,4.86588379454,012018
20182019F0010800,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,19160.4,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,800.518029263401,48.7728906673,2.07603849225,012018
20182019F0013400,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,197400.0,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,ETI,794.5908815522098,48.8855642403,2.26624582625,012018
20182018F0001200,Marché,Fournitures,Cloisons,29/01/2018,200000.0,Ferme et actualisable,Services du Premier ministre - Conseil Economique Social et Environnemental,48.8604673342,2.26190318372,ETI,9.002438946189294,48.9346127594,2.29454165622,012018
20182019T0003100,Marché,Travaux,"Travaux d'installation de matériel de chauffage, de ventilation et de climatisation",05/01/2018,200000.0,Révisable,VILLE D'ALFORTVILLE,48.7960818608,2.42143357065,PME,8.075431280834481,48.7987986059,2.49441281984,012018
20182019T0002900,Marché,Travaux,Travaux de menuiserie,05/01/2018,200000.0,Révisable,VILLE D'ALFORTVILLE,48.7960818608,2.42143357065,PME,13.023134550774225,48.7853734236,2.53871510749,012018
20182018S9430800,Marché,Services,Services de réparation et d'entretien de bateaux,01/01/2018,2.0E7,Révisable,Direction du service de soutien de la flotte de Brest - DSSF Brest,,,ETI,,47.8961667158,-3.90749863443,012018
20182019F1511400,Marché,Fournitures,Équipement d'atelier,15/01/2018,2.0E9,Révisable,"Ministère de l'Économie, des Finances et de la Relance - DGDDI Bureau Achats",48.8631652232,2.4482059517,ETI,436.6685096269136,45.7333494426,4.83733100241,012018
20182019F0008900,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,20028.75,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,301.5230008630935,45.6027035235,5.27377282352,012018
20182019F0014100,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,2007.25,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,,,,012018
20182019F0707200,Marché,Fournitures,Imprimés divers,16/01/2018,20364.0,,CHU RENNES,48.111571436,-1.68168588816,PME,60.600427894225795,47.5728823845,-1.60112598569,012018
20182017S0003300,Marché,Services,Services liés aux déchets et aux ordures,10/01/2018,208000.0,Révisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - CN...",43.6131750772,3.86941278925,GE,0.0,43.6131750772,3.86941278925,012018
20182018S1887600,Marché,Services,Services d'assistance informatique,16/01/2018,210000.0,Révisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - Éc...",48.8491121687,2.33284677548,NC,448.38339787309616,45.7345274274,4.91192378092,012018
20182018T0018700,Marché,Travaux,"Travaux de démolition, travaux de préparation et de dégagement de chantier",19/01/2018,212952.11,Ferme et actualisable,HOSPICES CIVILS DE LYON,45.7480493184,4.82567584415,PME,18.60709619485332,45.8125220698,4.67033906076,012018
20182019S0003300,Marché,Services,Services de conseil en matière de santé et de sécurité,01/01/2018,216000.0,,SEMMARIS,48.7667116171,2.35261812092,NC,,,,012018
20182019F0015100,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,22054.38,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,,,,012018
20182019S1301000,Marché,Services,Services de conseil en architecture,11/01/2018,23000.0,Ferme,Ministères sociaux,41.9349194014,8.70135284615,NC,1032.5749141388064,48.8348302792,2.42102904428,012018
20182018T0018900,Marché,Travaux,Installation de cloisons,19/01/2018,235000.0,Révisable,HOSPICES CIVILS DE LYON,45.7480493184,4.82567584415,ETI,295.4744922333357,46.3482126209,2.22252773436,012018
20182019F0010900,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,236.25,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,340.94564905077567,45.7345274274,4.91192378092,012018
20182017S0001500,Marché,Services,Services d'ingénierie,25/01/2018,239885.0,Révisable,CD92 - Conseil départemental des Hauts-de-Seine,48.8963161116,2.20694242609,NC,569.2684528382431,45.251948582,5.82807851899,012018
2018150918485900,Marché,Travaux,Travaux d'étanchéification,08/01/2018,2400.0,Ferme et actualisable,Ministère de l'Intérieur - SGAMI EST - Metz - DAGF- Marchés Publics,49.1081027833,6.19595351042,NC,238.97838070820674,49.2517771432,4.03968745396,012018
2018130015978100,Marché,Services,Services de réparation et d'entretien d'installations de bâtiments,01/01/2018,246.0,Révisable,Ministère de la Culture - Direction Régionale des Affaires Culturelles Occitanie,43.6131750772,3.86941278925,PME,183.09301813285256,44.9305339297,4.86588379454,012018
20182019F0013600,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,2483.5,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,ETI,781.2447296912868,48.7498603402,2.29906093692,012018
20182019F0014200,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,255586.1,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,PME,332.63757370236556,45.2462974654,4.65115146795,012018
20182019F0707600,Marché,Fournitures,Imprimés divers,16/01/2018,26213.0,,CHU RENNES,48.111571436,-1.68168588816,PME,115.68199047084134,48.5512390255,-0.733698817037,012018
20182019F0011600,Marché,Fournitures,Matériels de radiodiagnostic,23/01/2018,264.6,Ferme et actualisable,CHU NICE,43.7123384529,7.23750191149,NC,216.29688607117455,43.3654982005,5.31265000369,012018
